AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,,,,,1.11,2019-01-19 03:00:00,,,11,53,,63,,,2,76,37,,0.00,66.70,,,,6,,,,24.62,,,,,,,68.80,,0.29,,,,05t
,,,,,1.06,2019-01-19 04:00:00,,,5,50,,55,,,3,79,40,,0.00,66.08,,,,6,,,,24.69,,,,,,,15.31,,0.39,,,,05t
,,,,,1.02,2019-01-19 05:00:00,,,1,48,,49,,,5,79,44,,0.00,66.27,,,,5,,,,24.54,,,,,,,355.42,,0.41,,,,05t
,,,,,1.05,2019-01-19 06:00:00,,,1,50,,51,,,5,73,48,,0.00,64.69,,,,4,,,,24.73,,,,,,,23.42,,0.42,,,,05t
,,,,,1.12,2019-01-19 07:00:00,,,10,51,,61,,,5,75,48,,0.00,65.58,,,,4,,,,24.74,,,,,,,80.75,,0.28,,,,05t
,,,,,1.16,2019-01-19 08:00:00,,,10,49,,59,,,11,84,48,,0.00,59.83,,,,5,,,,26.25,,,,,,,87.73,,0.89,,,,05t
,,,,,0.97,2019-01-19 09:00:00,,,9,39,,48,,,26,89,50,,0.00,53.25,,,,4,,,,27.91,,,,,,,71.81,,2.03,,,,05t
,,,,,0.71,2019-01-19 10:00:00,,,0,12,,12,,,43,73,33,,0.00,46.95,,,,3,,,,29.50,,,,,,,90.16,,2.56,,,,05t
,,,,,0.65,2019-01-19 11:00:00,,,0,9,,9,,,50,50,18,,0.00,46.45,,,,4,,,,30.04,,,,,,,87.51,,2.72,,,,05t
,,,,,0.62,2019-01-19 12:00:00,,,0,8,,8,,,59,54,26,,0.00,45.10,,,,3,,,,30.65,,,,,,,83.96,,2.42,,,,05t
,,,,,0.63,2019-01-19 13:00:00,,,0,7,,7,,,65,56,27,,0.00,43.23,,,,3,,,,31.54,,,,,,,77.00,,2.24,,,,05t
,,,,,0.66,2019-01-19 14:00:00,,,0,9,,9,,,67,61,30,,0.00,41.52,,,,3,,,,32.05,,,,,,,46.61,,2.01,,,,05t
,,,,,0.72,2019-01-19 15:00:00,,,0,8,,8,,,70,71,41,,0.00,41.13,,,,3,,,,32.16,,,,,,,63.70,,1.41,,,,05t
,,,,,0.73,2019-01-19 16:00:00,,,0,14,,14,,,68,79,45,,0.00,42.61,,,,3,,,,31.37,,,,,,,31.19,,1.76,,,,05t
,,,,,0.71,2019-01-19 17:00:00,,,0,21,,21,,,51,82,48,,0.00,43.63,,,,3,,,,30.71,,,,,,,6.47,,1.66,,,,05t
,,,,,0.93,2019-01-19 18:00:00,,,0,42,,42,,,40,67,39,,0.00,51.04,,,,3,,,,29.80,,,,,,,348.76,,1.35,,,,05t
,,,,,1.01,2019-01-19 19:00:00,,,0,39,,39,,,48,81,35,,0.00,53.66,,,,4,,,,29.06,,,,,,,325.23,,1.58,,,,05t
,,,,,1.07,2019-01-19 20:00:00,,,0,51,,51,,,37,94,38,,0.00,52.61,,,,4,,,,28.92,,,,,,,325.80,,1.00,,,,05t
,,,,,1.17,2019-01-19 21:00:00,,,0,63,,63,,,24,94,42,,0.00,53.81,,,,4,,,,28.60,,,,,,,328.37,,0.29,,,,05t
,,,,,1.30,2019-01-19 22:00:00,,,1,71,,71,,,11,88,42,,0.00,57.96,,,,4,,,,27.48,,,,,,,148.64,,0.07,,,,05t
,,,,,1.13,2019-01-19 23:00:00,,,0,57,,57,,,15,86,43,,0.00,57.68,,,,6,,,,26.99,,,,,,,332.69,,0.29,,,,05t
,,,,,-,2019-01-20 00:00:00,,,-,-,,-,,,-,75,43,,0.00,62.86,,,,-,,,,26.32,,,,,,,121.53,,0.09,,,,05t
,,,,,1.13,2019-01-20 01:00:00,,,0,52,,52,,,8,82,48,,0.00,68.68,,,,5,,,,25.26,,,,,,,83.23,,0.06,,,,05t
,,,,,1.12,2019-01-20 02:00:00,,,1,56,,56,,,3,82,52,,0.00,73.45,,,,3,,,,24.53,,,,,,,30.35,,0.06,,,,05t
,,,,,1.13,2019-01-20 03:00:00,,,0,55,,56,,,3,74,49,,0.00,74.39,,,,3,,,,24.20,,,,,,,80.89,,0.06,,,,05t
,,,,,1.21,2019-01-20 04:00:00,,,1,58,,59,,,2,72,43,,0.00,75.51,,,,3,,,,24.02,,,,,,,163.22,,0.06,,,,05t
,,,,,1.47,2019-01-20 05:00:00,,,10,56,,66,,,2,69,47,,0.00,82.01,,,,3,,,,23.53,,,,,,,78.23,,0.09,,,,05t
,,,,,1.46,2019-01-20 06:00:00,,,32,58,,89,,,2,75,50,,0.00,84.49,,,,3,,,,23.48,,,,,,,145.64,,0.06,,,,05t
,,,,,1.67,2019-01-20 07:00:00,,,64,60,,124,,,2,84,57,,0.00,78.45,,,,4,,,,25.13,,,,,,,295.63,,0.09,,,,05t
,,,,,1.34,2019-01-20 08:00:00,,,26,63,,88,,,9,101,61,,0.00,61.04,,,,4,,,,28.51,,,,,,,347.21,,0.70,,,,05t
,,,,,1.16,2019-01-20 09:00:00,,,5,51,,56,,,29,84,53,,0.00,54.13,,,,5,,,,30.23,,,,,,,337.70,,1.42,,,,05t
,,,,,0.93,2019-01-20 10:00:00,,,0,28,,28,,,54,97,61,,0.00,47.49,,,,5,,,,31.41,,,,,,,61.36,,1.49,,,,05t
,,,,,0.78,2019-01-20 11:00:00,,,0,11,,11,,,75,92,54,,0.00,42.57,,,,4,,,,32.40,,,,,,,66.29,,1.60,,,,05t
,,,,,0.72,2019-01-20 12:00:00,,,0,6,,6,,,84,76,42,,0.00,39.97,,,,3,,,,33.16,,,,,,,78.22,,1.42,,,,05t
,,,,,0.65,2019-01-20 13:00:00,,,0,3,,3,,,81,71,38,,0.00,37.92,,,,4,,,,33.61,,,,,,,63.96,,1.63,,,,05t
,,,,,0.66,2019-01-20 14:00:00,,,0,6,,6,,,81,59,32,,0.00,38.10,,,,3,,,,33.33,,,,,,,30.37,,1.71,,,,05t
,,,,,0.62,2019-01-20 15:00:00,,,0,7,,7,,,77,58,34,,0.00,37.87,,,,3,,,,33.35,,,,,,,353.56,,1.26,,,,05t
,,,,,0.58,2019-01-20 16:00:00,,,0,7,,7,,,72,51,32,,0.00,37.67,,,,2,,,,32.88,,,,,,,64.52,,1.08,,,,05t
,,,,,0.77,2019-01-20 17:00:00,,,0,23,,23,,,76,47,28,,0.00,46.52,,,,4,,,,31.35,,,,,,,209.87,,0.93,,,,05t
,,,,,1.01,2019-01-20 18:00:00,,,0,41,,41,,,54,70,37,,0.00,53.09,,,,5,,,,29.68,,,,,,,273.95,,0.43,,,,05t
,,,,,1.15,2019-01-20 19:00:00,,,0,68,,68,,,29,94,48,,0.00,58.13,,,,9,,,,28.67,,,,,,,322.03,,0.51,,,,05t
,,,,,1.27,2019-01-20 20:00:00,,,0,75,,75,,,24,108,58,,0.00,62.70,,,,5,,,,27.86,,,,,,,303.44,,0.41,,,,05t
,,,,,1.52,2019-01-20 21:00:00,,,4,91,,94,,,9,101,63,,0.00,65.96,,,,4,,,,27.40,,,,,,,299.19,,0.41,,,,05t
,,,,,1.60,2019-01-20 22:00:00,,,4,98,,102,,,3,130,79,,0.00,69.36,,,,6,,,,26.84,,,,,,,293.64,,0.23,,,,05t
,,,,,-,2019-01-20 23:00:00,,,-,-,,-,,,-,133,80,,0.00,72.88,,,,-,,,,26.58,,,,,,,167.97,,0.25,,,,05t
,,,,,1.22,2019-01-21 00:00:00,,,0,51,,51,,,20,137,87,,0.00,82.22,,,,5,,,,26.20,,,,,,,294.84,,0.20,,,,05t
,,,,,1.06,2019-01-21 01:00:00,,,0,38,,38,,,19,116,73,,0.00,89.20,,,,4,,,,26.09,,,,,,,315.16,,0.12,,,,05t
,,,,,1.09,2019-01-21 02:00:00,,,0,48,,48,,,8,100,63,,0.00,93.70,,,,4,,,,25.27,,,,,,,353.59,,0.06,,,,05t
,,,,,0.93,2019-01-21 03:00:00,,,0,26,,26,,,20,97,67,,0.00,98.58,,,,3,,,,25.02,,,,,,,127.95,,0.06,,,,05t
,,,,,0.90,2019-01-21 04:00:00,,,0,17,,17,,,19,78,54,,0.00,99.12,,,,2,,,,24.78,,,,,,,85.19,,0.06,,,,05t
,,,,,0.93,2019-01-21 05:00:00,,,0,19,,19,,,15,69,52,,0.00,99.14,,,,2,,,,24.53,,,,,,,73.21,,0.06,,,,05t
,,,,,1.08,2019-01-21 06:00:00,,,3,32,,35,,,11,74,52,,0.00,99.15,,,,2,,,,24.45,,,,,,,57.06,,0.06,,,,05t
,,,,,1.35,2019-01-21 07:00:00,,,10,50,,60,,,9,87,62,,0.00,98.17,,,,2,,,,25.56,,,,,,,73.68,,0.06,,,,05t
,,,,,1.14,2019-01-21 08:00:00,,,1,44,,45,,,26,94,67,,0.00,82.10,,,,3,,,,28.76,,,,,,,91.01,,0.50,,,,05t
,,,,,1.23,2019-01-21 09:00:00,,,9,55,,64,,,22,100,65,,0.00,79.85,,,,2,,,,29.23,,,,,,,50.47,,1.31,,,,05t
,,,,,1.00,2019-01-21 10:00:00,,,0,31,,31,,,55,125,78,,0.00,66.94,,,,4,,,,30.56,,,,,,,64.60,,1.41,,,,05t
,,,,,0.88,2019-01-21 11:00:00,,,0,18,,18,,,68,114,72,,0.00,57.92,,,,5,,,,31.57,,,,,,,74.81,,1.74,,,,05t
,,,,,0.75,2019-01-21 12:00:00,,,0,10,,10,,,83,103,64,,0.00,51.33,,,,4,,,,32.82,,,,,,,96.85,,1.35,,,,05t
,,,,,-,2019-01-21 13:00:00,,,-,-,,-,,,-,90,59,,0.00,48.36,,,,-,,,,32.66,,,,,,,105.36,,1.54,,,,05t
,,,,,0.71,2019-01-21 14:00:00,,,0,10,,10,,,90,84,52,,0.00,49.05,,,,4,,,,32.63,,,,,,,63.16,,1.52,,,,05t
,,,,,0.63,2019-01-21 15:00:00,,,0,8,,8,,,83,86,51,,0.00,45.16,,,,3,,,,32.25,,,,,,,92.37,,1.56,,,,05t
,,,,,0.62,2019-01-21 16:00:00,,,0,10,,10,,,75,70,40,,0.00,44.80,,,,3,,,,32.16,,,,,,,50.13,,1.30,,,,05t
,,,,,0.57,2019-01-21 17:00:00,,,0,16,,16,,,63,65,38,,0.00,43.78,,,,2,,,,31.54,,,,,,,33.08,,1.49,,,,05t
,,,,,0.69,2019-01-21 18:00:00,,,0,33,,33,,,46,60,34,,0.00,48.69,,,,3,,,,30.28,,,,,,,9.71,,0.75,,,,05t
,,,,,0.91,2019-01-21 19:00:00,,,0,57,,57,,,25,69,37,,0.00,52.03,,,,4,,,,29.27,,,,,,,332.49,,0.26,,,,05t
,,,,,1.04,2019-01-21 20:00:00,,,1,59,,60,,,20,78,44,,0.00,54.74,,,,3,,,,28.70,,,,,,,333.51,,0.33,,,,05t
,,,,,1.17,2019-01-21 21:00:00,,,11,77,,89,,,7,77,47,,0.00,59.51,,,,3,,,,27.79,,,,,,,345.88,,0.13,,,,05t
,,,,,1.39,2019-01-21 22:00:00,,,23,82,,105,,,2,87,55,,0.00,63.79,,,,4,,,,27.24,,,,,,,165.78,,0.32,,,,05t
,,,,,1.16,2019-01-21 23:00:00,,,5,71,,77,,,6,106,59,,0.00,76.40,,,,3,,,,26.50,,,,,,,81.00,,0.34,,,,05t
,,,,,0.88,2019-01-22 00:00:00,,,0,25,,25,,,28,100,59,,0.00,93.82,,,,2,,,,26.33,,,,,,,148.54,,0.30,,,,05t
,,,,,0.76,2019-01-22 01:00:00,,,0,7,,7,,,37,80,58,,0.00,94.53,,,,2,,,,26.45,,,,,,,177.75,,0.66,,,,05t
,,,,,0.80,2019-01-22 02:00:00,,,0,10,,10,,,40,66,46,,0.00,95.81,,,,3,,,,25.93,,,,,,,244.28,,0.35,,,,05t
,,,,,0.84,2019-01-22 03:00:00,,,0,22,,22,,,24,73,51,,0.00,99.12,,,,3,,,,24.84,,,,,,,302.42,,0.08,,,,05t
,,,,,0.85,2019-01-22 04:00:00,,,0,24,,24,,,19,86,53,,0.00,99.13,,,,3,,,,24.48,,,,,,,23.46,,0.09,,,,05t
,,,,,0.95,2019-01-22 05:00:00,,,0,32,,33,,,9,87,61,,0.00,99.13,,,,3,,,,24.41,,,,,,,92.47,,0.07,,,,05t
,,,,,1.13,2019-01-22 06:00:00,,,16,57,,74,,,2,90,69,,0.00,94.26,,,,4,,,,24.44,,,,,,,89.89,,0.45,,,,05t
,,,,,0.80,2019-01-22 07:00:00,,,5,42,,47,,,6,95,69,,0.00,69.97,,,,5,,,,25.76,,,,,,,65.72,,1.04,,,,05t
,,,,,0.67,2019-01-22 08:00:00,,,5,29,,34,,,14,72,44,,0.00,60.59,,,,4,,,,27.15,,,,,,,100.71,,1.50,,,,05t
,,,,,0.52,2019-01-22 09:00:00,,,0,19,,19,,,25,67,34,,0.00,54.73,,,,4,,,,28.27,,,,,,,94.95,,2.05,,,,05t
,,,,,0.49,2019-01-22 10:00:00,,,0,15,,15,,,35,54,23,,0.00,51.49,,,,4,,,,28.85,,,,,,,82.37,,2.64,,,,05t
,,,,,0.46,2019-01-22 11:00:00,,,0,10,,10,,,45,61,22,,0.00,46.99,,,,3,,,,29.88,,,,,,,78.95,,2.84,,,,05t
,,,,,-,2019-01-22 12:00:00,,,-,-,,-,,,-,49,18,,0.00,45.37,,,,-,,,,30.60,,,,,,,80.67,,2.68,,,,05t
,,,,,0.49,2019-01-22 13:00:00,,,0,9,,9,,,61,49,20,,0.00,43.54,,,,3,,,,31.27,,,,,,,37.81,,2.73,,,,05t
,,,,,0.48,2019-01-22 14:00:00,,,0,10,,10,,,64,59,25,,0.00,39.92,,,,3,,,,31.80,,,,,,,40.10,,2.62,,,,05t
,,,,,0.47,2019-01-22 15:00:00,,,0,9,,9,,,58,70,30,,0.00,37.24,,,,3,,,,32.03,,,,,,,65.64,,2.68,,,,05t
,,,,,0.51,2019-01-22 16:00:00,,,0,11,,11,,,57,57,23,,0.00,40.56,,,,3,,,,31.37,,,,,,,54.38,,2.21,,,,05t
,,,,,0.56,2019-01-22 17:00:00,,,0,16,,16,,,48,54,27,,0.00,43.76,,,,3,,,,30.58,,,,,,,30.47,,1.97,,,,05t
,,,,,0.65,2019-01-22 18:00:00,,,0,29,,29,,,32,62,33,,0.00,44.30,,,,3,,,,29.86,,,,,,,14.80,,1.58,,,,05t
,,,,,0.78,2019-01-22 19:00:00,,,0,48,,48,,,17,61,33,,0.00,44.38,,,,3,,,,29.19,,,,,,,340.48,,0.97,,,,05t
,,,,,0.88,2019-01-22 20:00:00,,,4,59,,63,,,9,62,30,,0.00,47.65,,,,3,,,,28.48,,,,,,,337.08,,0.63,,,,05t
,,,,,1.08,2019-01-22 21:00:00,,,7,76,,82,,,7,66,30,,0.00,54.83,,,,3,,,,27.73,,,,,,,351.50,,0.83,,,,05t
,,,,,0.94,2019-01-22 22:00:00,,,0,58,,58,,,28,85,44,,0.00,58.55,,,,3,,,,27.53,,,,,,,5.16,,0.93,,,,05t
,,,,,1.02,2019-01-22 23:00:00,,,0,57,,57,,,21,106,57,,0.00,60.72,,,,5,,,,27.10,,,,,,,75.18,,1.14,,,,05t
,,,,,1.13,2019-01-23 00:00:00,,,3,78,,81,,,3,118,61,,0.00,72.41,,,,4,,,,25.20,,,,,,,122.16,,0.20,,,,05t
,,,,,1.12,2019-01-23 01:00:00,,,13,71,,84,,,2,132,75,,0.00,83.69,,,,4,,,,23.73,,,,,,,127.55,,0.10,,,,05t
,,,,,0.99,2019-01-23 02:00:00,,,3,62,,64,,,2,119,67,,0.00,86.89,,,,3,,,,22.94,,,,,,,104.79,,0.06,,,,05t
,,,,,0.90,2019-01-23 03:00:00,,,0,53,,53,,,2,110,71,,0.00,86.47,,,,4,,,,22.77,,,,,,,113.51,,0.09,,,,05t
,,,,,0.65,2019-01-23 04:00:00,,,0,32,,32,,,13,106,66,,0.00,70.13,,,,4,,,,23.79,,,,,,,111.46,,0.47,,,,05t
,,,,,0.65,2019-01-23 05:00:00,,,0,38,,38,,,7,73,43,,0.00,71.75,,,,6,,,,23.13,,,,,,,117.07,,0.23,,,,05t
,,,,,0.89,2019-01-23 06:00:00,,,13,48,,61,,,2,69,38,,0.00,75.50,,,,6,,,,22.47,,,,,,,43.54,,0.25,,,,05t
,,,,,0.96,2019-01-23 07:00:00,,,18,46,,64,,,6,72,42,,0.00,69.41,,,,6,,,,23.96,,,,,,,56.09,,0.92,,,,05t
,,,,,0.78,2019-01-23 08:00:00,,,5,35,,41,,,17,75,37,,0.00,59.26,,,,5,,,,26.17,,,,,,,83.50,,1.66,,,,05t
,,,,,0.65,2019-01-23 09:00:00,,,1,24,,26,,,30,67,27,,0.00,50.73,,,,4,,,,27.98,,,,,,,87.96,,2.39,,,,05t
,,,,,-,2019-01-23 10:00:00,,,-,-,,-,,,-,58,16,,0.00,46.98,,,,-,,,,28.79,,,,,,,73.17,,3.08,,,,05t
,,,,,0.75,2019-01-23 11:00:00,,,0,10,,10,,,52,65,23,,0.00,45.59,,,,1,,,,29.71,,,,,,,87.95,,2.85,,,,05t
,,,,,0.66,2019-01-23 12:00:00,,,0,6,,6,,,60,65,31,,0.00,41.98,,,,-0,,,,30.59,,,,,,,79.80,,2.74,,,,05t
,,,,,0.58,2019-01-23 13:00:00,,,0,4,,4,,,60,56,28,,0.00,36.56,,,,-0,,,,31.67,,,,,,,18.85,,2.73,,,,05t
,,,,,0.57,2019-01-23 14:00:00,,,0,3,,3,,,63,63,26,,0.00,35.38,,,,0,,,,31.69,,,,,,,64.62,,2.52,,,,05t
,,,,,0.61,2019-01-23 15:00:00,,,0,6,,6,,,67,54,27,,0.00,34.74,,,,1,,,,32.07,,,,,,,46.44,,2.11,,,,05t
,,,,,0.57,2019-01-23 16:00:00,,,0,7,,7,,,63,60,32,,0.00,35.01,,,,1,,,,31.22,,,,,,,50.34,,1.80,,,,05t
,,,,,0.61,2019-01-23 17:00:00,,,0,11,,11,,,55,51,30,,0.00,36.58,,,,1,,,,30.30,,,,,,,72.40,,1.33,,,,05t
,,,,,0.78,2019-01-23 18:00:00,,,1,37,,38,,,31,53,27,,0.00,41.08,,,,1,,,,28.92,,,,,,,24.42,,0.59,,,,05t
,,,,,1.48,2019-01-23 19:00:00,,,19,74,,93,,,7,70,36,,0.00,47.42,,,,2,,,,27.11,,,,,,,31.90,,0.12,,,,05t
,,,,,1.29,2019-01-23 20:00:00,,,24,72,,96,,,4,85,40,,0.00,51.57,,,,2,,,,26.32,,,,,,,357.08,,0.19,,,,05t
,,,,,1.56,2019-01-23 21:00:00,,,48,76,,124,,,2,80,42,,0.00,54.74,,,,2,,,,26.11,,,,,,,20.27,,0.33,,,,05t
,,,,,1.39,2019-01-23 22:00:00,,,25,77,,102,,,2,89,46,,0.00,56.84,,,,3,,,,26.18,,,,,,,54.19,,0.64,,,,05t
,,,,,1.19,2019-01-23 23:00:00,,,18,69,,87,,,3,90,49,,0.00,55.75,,,,3,,,,25.60,,,,,,,58.92,,0.69,,,,05t
,,,,,1.00,2019-01-24 00:00:00,,,11,57,,69,,,2,92,55,,0.00,55.63,,,,2,,,,25.05,,,,,,,55.96,,0.69,,,,05t
,,,,,0.96,2019-01-24 01:00:00,,,6,54,,60,,,3,100,61,,0.00,62.56,,,,3,,,,24.23,,,,,,,114.81,,0.59,,,,05t
,,,,,0.78,2019-01-24 02:00:00,,,1,44,,45,,,10,114,72,,0.00,58.23,,,,16,,,,23.71,,,,,,,129.70,,0.10,,,,05t
,,,,,0.88,2019-01-24 03:00:00,,,1,48,,49,,,8,96,64,,0.00,56.14,,,,15,,,,23.14,,,,,,,133.67,,0.16,,,,05t
,,,,,0.82,2019-01-24 04:00:00,,,6,51,,58,,,4,127,114,,0.00,58.20,,,,6,,,,23.02,,,,,,,79.56,,0.31,,,,05t
,,,,,0.86,2019-01-24 05:00:00,,,26,53,,79,,,2,91,67,,0.00,63.84,,,,3,,,,22.37,,,,,,,88.99,,0.26,,,,05t
,,,,,1.25,2019-01-24 06:00:00,,,66,54,,120,,,2,82,53,,0.00,69.31,,,,4,,,,21.90,,,,,,,88.56,,0.18,,,,05t
,,,,,1.43,2019-01-24 07:00:00,,,77,57,,135,,,3,95,61,,0.00,64.03,,,,5,,,,23.74,,,,,,,106.12,,0.27,,,,05t
,,,,,1.15,2019-01-24 08:00:00,,,35,55,,90,,,8,106,60,,0.00,53.07,,,,8,,,,26.66,,,,,,,62.51,,1.40,,,,05t
,,,,,-,2019-01-24 09:00:00,,,-,-,,-,,,-,100,60,,0.00,43.88,,,,-,,,,28.43,,,,,,,59.51,,1.98,,,,05t
,,,,,0.54,2019-01-24 10:00:00,,,3,22,,25,,,38,83,43,,0.00,34.19,,,,4,,,,30.08,,,,,,,56.51,,2.94,,,,05t
,,,,,0.43,2019-01-24 11:00:00,,,1,9,,9,,,51,60,34,,0.00,29.13,,,,2,,,,31.40,,,,,,,102.92,,2.41,,,,05t
,,,,,0.41,2019-01-24 12:00:00,,,0,4,,5,,,61,40,20,,0.00,27.43,,,,1,,,,32.07,,,,,,,117.91,,2.18,,,,05t
,,,,,0.41,2019-01-24 13:00:00,,,0,3,,3,,,66,39,22,,0.00,26.57,,,,1,,,,32.40,,,,,,,55.53,,2.05,,,,05t
,,,,,0.39,2019-01-24 14:00:00,,,0,3,,3,,,69,42,23,,0.00,25.18,,,,0,,,,32.61,,,,,,,111.04,,1.92,,,,05t
,,,,,0.40,2019-01-24 15:00:00,,,0,7,,7,,,71,40,21,,0.00,23.59,,,,1,,,,32.60,,,,,,,47.08,,1.91,,,,05t
,,,,,0.34,2019-01-24 16:00:00,,,0,8,,8,,,62,46,32,,0.00,19.90,,,,-0,,,,31.47,,,,,,,87.82,,1.51,,,,05t
,,,,,0.37,2019-01-24 17:00:00,,,0,14,,14,,,55,44,27,,0.00,21.18,,,,1,,,,30.29,,,,,,,96.50,,0.56,,,,05t
,,,,,0.68,2019-01-24 18:00:00,,,6,46,,52,,,30,48,34,,0.00,29.55,,,,5,,,,27.37,,,,,,,105.22,,0.07,,,,05t
,,,,,0.91,2019-01-24 19:00:00,,,18,59,,77,,,19,60,35,,0.00,36.79,,,,6,,,,25.83,,,,,,,43.02,,0.15,,,,05t
,,,,,1.20,2019-01-24 20:00:00,,,48,84,,132,,,3,67,37,,0.00,40.62,,,,3,,,,25.09,,,,,,,27.32,,0.06,,,,05t
,,,,,1.56,2019-01-24 21:00:00,,,115,90,,206,,,2,81,40,,0.00,44.01,,,,4,,,,24.54,,,,,,,284.34,,0.08,,,,05t
,,,,,1.89,2019-01-24 22:00:00,,,184,99,,283,,,2,107,53,,0.00,49.90,,,,5,,,,23.81,,,,,,,310.72,,0.12,,,,05t
,,,,,1.98,2019-01-24 23:00:00,,,158,90,,248,,,2,120,60,,0.00,56.11,,,,5,,,,23.47,,,,,,,144.96,,0.33,,,,05t
,,,,,1.99,2019-01-25 00:00:00,,,125,78,,203,,,2,126,68,,0.00,62.78,,,,8,,,,23.13,,,,,,,19.14,,0.08,,,,05t
,,,,,1.89,2019-01-25 01:00:00,,,127,79,,206,,,2,139,84,,0.00,65.06,,,,9,,,,22.48,,,,,,,108.47,,0.07,,,,05t
,,,,,1.75,2019-01-25 02:00:00,,,140,72,,212,,,2,126,77,,0.00,62.53,,,,5,,,,22.50,,,,,,,100.75,,0.16,,,,05t
,,,,,1.62,2019-01-25 03:00:00,,,123,66,,189,,,2,118,69,,0.00,63.46,,,,4,,,,22.22,,,,,,,133.55,,0.08,,,,05t
,,,,,1.37,2019-01-25 04:00:00,,,100,60,,160,,,2,108,63,,0.00,67.57,,,,3,,,,21.57,,,,,,,294.01,,0.06,,,,05t
,,,,,1.31,2019-01-25 05:00:00,,,77,56,,133,,,2,131,74,,0.00,72.57,,,,3,,,,21.18,,,,,,,155.51,,0.09,,,,05t
,,,,,1.58,2019-01-25 06:00:00,,,106,55,,161,,,2,123,80,,0.00,74.66,,,,4,,,,21.54,,,,,,,81.30,,0.66,,,,05t
,,,,,1.43,2019-01-25 07:00:00,,,85,51,,136,,,2,140,91,,0.00,72.92,,,,3,,,,22.91,,,,,,,59.43,,1.46,,,,05t
,,,,,-,2019-01-25 08:00:00,,,-,-,,-,,,-,163,98,,0.00,65.65,,,,-,,,,25.30,,,,,,,68.03,,1.23,,,,05t
,,,,,1.01,2019-01-25 09:00:00,,,9,48,,56,,,26,132,85,,0.00,58.45,,,,4,,,,28.00,,,,,,,86.28,,1.38,,,,05t
,,,,,0.76,2019-01-25 10:00:00,,,3,32,,35,,,47,118,71,,0.00,53.19,,,,4,,,,30.13,,,,,,,99.03,,1.34,,,,05t
,,,,,0.63,2019-01-25 11:00:00,,,0,11,,11,,,64,97,54,,0.00,40.26,,,,3,,,,31.11,,,,,,,102.29,,2.16,,,,05t
,,,,,0.59,2019-01-25 12:00:00,,,0,7,,7,,,78,77,43,,0.00,36.61,,,,2,,,,31.47,,,,,,,93.56,,2.32,,,,05t
,,,,,0.51,2019-01-25 13:00:00,,,0,3,,3,,,78,77,43,,0.00,30.92,,,,1,,,,32.29,,,,,,,111.88,,2.07,,,,05t
,,,,,0.49,2019-01-25 14:00:00,,,0,6,,6,,,73,66,37,,0.00,26.97,,,,1,,,,32.77,,,,,,,16.70,,2.41,,,,05t
,,,,,0.48,2019-01-25 15:00:00,,,0,6,,6,,,76,61,37,,0.00,27.27,,,,1,,,,32.39,,,,,,,77.28,,2.09,,,,05t
,,,,,0.45,2019-01-25 16:00:00,,,0,5,,5,,,75,62,41,,0.00,27.36,,,,0,,,,31.72,,,,,,,21.62,,1.31,,,,05t
,,,,,0.49,2019-01-25 17:00:00,,,0,12,,12,,,71,58,36,,0.00,30.02,,,,0,,,,30.44,,,,,,,30.55,,0.69,,,,05t
,,,,,0.77,2019-01-25 18:00:00,,,4,52,,56,,,39,59,37,,0.00,35.88,,,,1,,,,28.26,,,,,,,10.68,,0.28,,,,05t
,,,,,1.43,2019-01-25 19:00:00,,,45,98,,142,,,6,71,40,,0.00,39.89,,,,2,,,,26.87,,,,,,,2.88,,0.10,,,,05t
,,,,,1.20,2019-01-25 20:00:00,,,17,93,,111,,,4,85,46,,0.00,42.99,,,,1,,,,26.16,,,,,,,343.39,,0.29,,,,05t
,,,,,1.74,2019-01-25 21:00:00,,,70,95,,165,,,2,82,49,,0.00,48.99,,,,3,,,,25.65,,,,,,,116.47,,0.39,,,,05t
,,,,,1.62,2019-01-25 22:00:00,,,43,92,,135,,,2,111,58,,0.00,60.15,,,,3,,,,24.31,,,,,,,67.76,,0.11,,,,05t
,,,,,1.37,2019-01-25 23:00:00,,,18,94,,113,,,2,110,62,,0.00,70.38,,,,4,,,,23.68,,,,,,,90.85,,0.08,,,,05t
,,,,,1.37,2019-01-26 00:00:00,,,58,85,,143,,,2,110,67,,0.00,69.21,,,,4,,,,23.51,,,,,,,92.32,,0.08,,,,05t
,,,,,1.43,2019-01-26 01:00:00,,,68,82,,149,,,2,120,71,,0.00,73.04,,,,4,,,,23.00,,,,,,,76.85,,0.06,,,,05t
,,,,,1.41,2019-01-26 02:00:00,,,51,84,,135,,,1,119,71,,0.00,84.31,,,,2,,,,22.53,,,,,,,63.16,,0.06,,,,05t
